fecha,semana,mes,trimestre,anio,producto_id,producto_nombre,categoria,region,precio_unitario,costo_unitario,stock_disponible,unidades_vendidas,gasto_marketing,es_feriado,temperatura,clientes_nuevos,clientes_recurrentes,ingreso_total,ganancia_total
2022-01-10,2,1,1,2022,PROD-001,GPD Win 4,Laptops Compactas,Metropolitana,1419000,1100000,2,1,111000,0,21.7,0,1,1419000,319000
2022-01-10,2,1,1,2022,PROD-001,GPD Win 4,Laptops Compactas,Valparaíso,1419000,1100000,0,0,100000,0,21.7,0,0,0,0
2022-01-10,2,1,1,2022,PROD-001,GPD Win 4,Laptops Compactas,Biobío,1419000,1100000,5,2,42000,0,21.7,0,2,2838000,638000
2022-01-10,2,1,1,2022,PROD-001,GPD Win 4,Laptops Compactas,Araucanía,1419000,1100000,0,0,60000,0,21.7,0,0,0,0
2022-01-10,2,1,1,2022,PROD-001,GPD Win 4,Laptops Compactas,Antofagasta,1419000,1100000,3,1,48000,0,21.7,0,1,1419000,319000
2022-01-10,2,1,1,2022,PROD-002,GPD Pocket 3,Laptops Compactas,Metropolitana,955000,750000,29,8,38000,0,21.7,3,6,7640000,1640000
2022-01-10,2,1,1,2022,PROD-002,GPD Pocket 3,Laptops Compactas,Valparaíso,955000,750000,9,3,39000,0,21.7,0,2,2865000,615000
2022-01-10,2,1,1,2022,PROD-002,GPD Pocket 3,Laptops Compactas,Biobío,955000,750000,10,4,60000,0,21.7,1,3,3820000,820000
2022-01-10,2,1,1,2022,PROD-002,GPD Pocket 3,Laptops Compactas,Araucanía,955000,750000,5,2,73000,0,21.7,0,2,1910000,410000
2022-01-10,2,1,1,2022,PROD-002,GPD Pocket 3,Laptops Compactas,Antofagasta,955000,750000,7,2,59000,0,21.7,0,2,1910000,410000
2022-01-10,2,1,1,2022,PROD-003,ThinkPad T480,ThinkPad Business,Metropolitana,325000,220000,82,33,15000,0,21.7,13,25,10725000,3465000
2022-01-10,2,1,1,2022,PROD-003,ThinkPad T480,ThinkPad Business,Valparaíso,325000,220000,13,4,8000,0,21.7,1,3,1300000,420000
2022-01-10,2,1,1,2022,PROD-003,ThinkPad T480,ThinkPad Business,Biobío,325000,220000,30,8,15000,0,21.7,3,6,2600000,840000
2022-01-10,2,1,1,2022,PROD-003,ThinkPad T480,ThinkPad Business,Araucanía,325000,220000,15,4,14000,0,21.7,1,3,1300000,420000
2022-01-10,2,1,1,2022,PROD-003,ThinkPad T480,ThinkPad Business,Antofagasta,325000,220000,8,5,16000,0,21.7,1,4,1625000,525000
2022-01-10,2,1,1,2022,PROD-004,ThinkPad X1 Carbon Gen 6,ThinkPad Business,Metropolitana,687000,480000,40,11,32000,0,21.7,2,7,7557000,2277000
2022-01-10,2,1,1,2022,PROD-004,ThinkPad X1 Carbon Gen 6,ThinkPad Business,Valparaíso,687000,480000,8,4,53000,0,21.7,1,4,2748000,828000
2022-01-10,2,1,1,2022,PROD-004,ThinkPad X1 Carbon Gen 6,ThinkPad Business,Biobío,687000,480000,2,1,23000,0,21.7,0,1,687000,207000
2022-01-10,2,1,1,2022,PROD-004,ThinkPad X1 Carbon Gen 6,ThinkPad Business,Araucanía,687000,480000,6,4,18000,0,21.7,1,3,2748000,828000
2022-01-10,2,1,1,2022,PROD-004,ThinkPad X1 Carbon Gen 6,ThinkPad Business,Antofagasta,687000,480000,3,1,17000,0,21.7,0,1,687000,207000
2022-01-10,2,1,1,2022,PROD-005,ThinkPad X230,ThinkPad Business,Metropolitana,179000,120000,51,20,6000,0,21.7,7,14,3580000,1180000
2022-01-10,2,1,1,2022,PROD-005,ThinkPad X230,ThinkPad Business,Valparaíso,179000,120000,14,8,7000,0,21.7,2,7,1432000,472000
2022-01-10,2,1,1,2022,PROD-005,ThinkPad X230,ThinkPad Business,Biobío,179000,120000,15,7,13000,0,21.7,2,4,1253000,413000
2022-01-10,2,1,1,2022,PROD-005,ThinkPad X230,ThinkPad Business,Araucanía,179000,120000,9,3,10000,0,21.7,1,3,537000,177000
2022-01-10,2,1,1,2022,PROD-005,ThinkPad X230,ThinkPad Business,Antofagasta,179000,120000,10,5,11000,0,21.7,1,3,895000,295000
2022-01-10,2,1,1,2022,PROD-006,Sony Vaio P VGN-P,Laptops Vintage,Metropolitana,518000,350000,11,7,19000,0,21.7,2,4,3626000,1176000
2022-01-10,2,1,1,2022,PROD-006,Sony Vaio P VGN-P,Laptops Vintage,Valparaíso,518000,350000,6,2,26000,0,21.7,0,2,1036000,336000
2022-01-10,2,1,1,2022,PROD-006,Sony Vaio P VGN-P,Laptops Vintage,Biobío,518000,350000,11,3,24000,0,21.7,0,3,1554000,504000
2022-01-10,2,1,1,2022,PROD-006,Sony Vaio P VGN-P,Laptops Vintage,Araucanía,518000,350000,6,2,15000,0,21.7,0,2,1036000,336000
2022-01-10,2,1,1,2022,PROD-006,Sony Vaio P VGN-P,Laptops Vintage,Antofagasta,518000,350000,1,1,32000,0,21.7,0,1,518000,168000
2022-01-10,2,1,1,2022,PROD-007,Sony Vaio Z,Laptops Vintage,Metropolitana,454000,300000,18,5,34000,0,21.7,2,5,2270000,770000
2022-01-10,2,1,1,2022,PROD-007,Sony Vaio Z,Laptops Vintage,Valparaíso,454000,300000,6,2,32000,0,21.7,0,1,908000,308000
2022-01-10,2,1,1,2022,PROD-007,Sony Vaio Z,Laptops Vintage,Biobío,454000,300000,3,1,18000,0,21.7,0,1,454000,154000
2022-01-10,2,1,1,2022,PROD-007,Sony Vaio Z,Laptops Vintage,Araucanía,454000,300000,2,1,33000,0,21.7,0,1,454000,154000
2022-01-10,2,1,1,2022,PROD-007,Sony Vaio Z,Laptops Vintage,Antofagasta,454000,300000,11,3,35000,0,21.7,1,2,1362000,462000
2022-01-10,2,1,1,2022,PROD-008,Toshiba Libretto W100,Laptops Vintage,Metropolitana,384000,250000,4,3,17000,0,21.7,0,3,1152000,402000
2022-01-10,2,1,1,2022,PROD-008,Toshiba Libretto W100,Laptops Vintage,Valparaíso,384000,250000,3,2,8000,0,21.7,0,2,768000,268000
2022-01-10,2,1,1,2022,PROD-008,Toshiba Libretto W100,Laptops Vintage,Biobío,384000,250000,12,4,17000,0,21.7,1,4,1536000,536000
2022-01-10,2,1,1,2022,PROD-008,Toshiba Libretto W100,Laptops Vintage,Araucanía,384000,250000,0,0,19000,0,21.7,0,0,0,0
2022-01-10,2,1,1,2022,PROD-008,Toshiba Libretto W100,Laptops Vintage,Antofagasta,384000,250000,0,0,26000,0,21.7,0,0,0,0
2022-01-10,2,1,1,2022,PROD-009,NVIDIA RTX 4070,Tarjetas Gráficas,Metropolitana,732000,580000,14,7,58000,0,21.7,2,4,5124000,1064000
2022-01-10,2,1,1,2022,PROD-009,NVIDIA RTX 4070,Tarjetas Gráficas,Valparaíso,732000,580000,11,3,24000,0,21.7,0,2,2196000,456000
2022-01-10,2,1,1,2022,PROD-009,NVIDIA RTX 4070,Tarjetas Gráficas,Biobío,732000,580000,6,4,53000,0,21.7,1,4,2928000,608000
2022-01-10,2,1,1,2022,PROD-009,NVIDIA RTX 4070,Tarjetas Gráficas,Araucanía,732000,580000,3,1,24000,0,21.7,0,1,732000,152000
2022-01-10,2,1,1,2022,PROD-009,NVIDIA RTX 4070,Tarjetas Gráficas,Antofagasta,732000,580000,7,2,30000,0,21.7,0,2,1464000,304000
2022-01-10,2,1,1,2022,PROD-010,NVIDIA RTX 4080,Tarjetas Gráficas,Metropolitana,1109000,900000,28,8,78000,0,21.7,2,8,8872000,1672000
2022-01-10,2,1,1,2022,PROD-010,NVIDIA RTX 4080,Tarjetas Gráficas,Valparaíso,1109000,900000,2,1,78000,0,21.7,0,1,1109000,209000
2022-01-10,2,1,1,2022,PROD-010,NVIDIA RTX 4080,Tarjetas Gráficas,Biobío,1109000,900000,6,2,64000,0,21.7,0,2,2218000,418000
2022-01-10,2,1,1,2022,PROD-010,NVIDIA RTX 4080,Tarjetas Gráficas,Araucanía,1109000,900000,0,0,84000,0,21.7,0,0,0,0
2022-01-10,2,1,1,2022,PROD-010,NVIDIA RTX 4080,Tarjetas Gráficas,Antofagasta,1109000,900000,3,1,42000,0,21.7,0,1,1109000,209000
2022-01-10,2,1,1,2022,PROD-011,NVIDIA RTX 4090,Tarjetas Gráficas,Metropolitana,2038000,1650000,2,1,159000,0,21.7,0,1,2038000,388000
2022-01-10,2,1,1,2022,PROD-011,NVIDIA RTX 4090,Tarjetas Gráficas,Valparaíso,2038000,1650000,1,1,135000,0,21.7,0,1,2038000,388000
2022-01-10,2,1,1,2022,PROD-011,NVIDIA RTX 4090,Tarjetas Gráficas,Biobío,2038000,1650000,3,1,138000,0,21.7,0,1,2038000,388000
2022-01-10,2,1,1,2022,PROD-011,NVIDIA RTX 4090,Tarjetas Gráficas,Araucanía,2038000,1650000,0,0,59000,0,21.7,0,0,0,0
2022-01-10,2,1,1,2022,PROD-011,NVIDIA RTX 4090,Tarjetas Gráficas,Antofagasta,2038000,1650000,0,0,89000,0,21.7,0,0,0,0
2022-01-10,2,1,1,2022,PROD-012,Raspberry Pi 5 8GB,Mini PCs / SBC,Metropolitana,94000,70000,206,60,3000,0,21.7,23,32,5640000,1440000
2022-01-10,2,1,1,2022,PROD-012,Raspberry Pi 5 8GB,Mini PCs / SBC,Valparaíso,94000,70000,91,30,6000,0,21.7,10,14,2820000,720000
2022-01-10,2,1,1,2022,PROD-012,Raspberry Pi 5 8GB,Mini PCs / SBC,Biobío,94000,70000,79,29,6000,0,21.7,8,23,2726000,696000
2022-01-10,2,1,1,2022,PROD-012,Raspberry Pi 5 8GB,Mini PCs / SBC,Araucanía,94000,70000,26,16,2000,0,21.7,4,13,1504000,384000
2022-01-10,2,1,1,2022,PROD-012,Raspberry Pi 5 8GB,Mini PCs / SBC,Antofagasta,94000,70000,23,15,4000,0,21.7,8,13,1410000,360000
2022-01-10,2,1,1,2022,PROD-013,Orange Pi 5,Mini PCs / SBC,Metropolitana,85000,62000,60,26,2000,0,21.7,7,23,2210000,598000
2022-01-10,2,1,1,2022,PROD-013,Orange Pi 5,Mini PCs / SBC,Valparaíso,85000,62000,20,7,4000,0,21.7,1,6,595000,161000
2022-01-10,2,1,1,2022,PROD-013,Orange Pi 5,Mini PCs / SBC,Biobío,85000,62000,31,20,5000,0,21.7,9,15,1700000,460000
2022-01-10,2,1,1,2022,PROD-013,Orange Pi 5,Mini PCs / SBC,Araucanía,85000,62000,26,10,6000,0,21.7,4,7,850000,230000
2022-01-10,2,1,1,2022,PROD-013,Orange Pi 5,Mini PCs / SBC,Antofagasta,85000,62000,9,5,5000,0,21.7,2,5,425000,115000
2022-01-17,3,1,1,2022,PROD-001,GPD Win 4,Laptops Compactas,Metropolitana,1400000,1100000,26,8,75000,0,22.7,4,7,11200000,2400000
2022-01-17,3,1,1,2022,PROD-001,GPD Win 4,Laptops Compactas,Valparaíso,1400000,1100000,8,3,64000,0,22.7,1,2,4200000,900000
2022-01-17,3,1,1,2022,PROD-001,GPD Win 4,Laptops Compactas,Biobío,1400000,1100000,16,5,101000,0,22.7,1,5,7000000,1500000
2022-01-17,3,1,1,2022,PROD-001,GPD Win 4,Laptops Compactas,Araucanía,1400000,1100000,2,1,104000,0,22.7,0,1,1400000,300000
2022-01-17,3,1,1,2022,PROD-001,GPD Win 4,Laptops Compactas,Antofagasta,1400000,1100000,4,2,101000,0,22.7,0,2,2800000,600000
2022-01-17,3,1,1,2022,PROD-002,GPD Pocket 3,Laptops Compactas,Metropolitana,956000,750000,12,6,38000,0,22.7,2,6,5736000,1236000
2022-01-17,3,1,1,2022,PROD-002,GPD Pocket 3,Laptops Compactas,Valparaíso,956000,750000,7,2,55000,0,22.7,0,2,1912000,412000
2022-01-17,3,1,1,2022,PROD-002,GPD Pocket 3,Laptops Compactas,Biobío,956000,750000,4,3,65000,0,22.7,1,2,2868000,618000
2022-01-17,3,1,1,2022,PROD-002,GPD Pocket 3,Laptops Compactas,Araucanía,956000,750000,7,2,26000,0,22.7,0,1,1912000,412000
2022-01-17,3,1,1,2022,PROD-002,GPD Pocket 3,Laptops Compactas,Antofagasta,956000,750000,9,4,19000,0,22.7,0,3,3824000,824000
2022-01-17,3,1,1,2022,PROD-003,ThinkPad T480,ThinkPad Business,Metropolitana,323000,220000,64,18,10000,0,22.7,6,10,5814000,1854000
2022-01-17,3,1,1,2022,PROD-003,ThinkPad T480,ThinkPad Business,Valparaíso,323000,220000,49,13,25000,0,22.7,3,12,4199000,1339000
2022-01-17,3,1,1,2022,PROD-003,ThinkPad T480,ThinkPad Business,Biobío,323000,220000,44,14,20000,0,22.7,4,13,4522000,1442000
2022-01-17,3,1,1,2022,PROD-003,ThinkPad T480,ThinkPad Business,Araucanía,323000,220000,32,14,26000,0,22.7,4,12,4522000,1442000
2022-01-17,3,1,1,2022,PROD-003,ThinkPad T480,ThinkPad Business,Antofagasta,323000,220000,15,6,14000,0,22.7,2,5,1938000,618000
2022-01-17,3,1,1,2022,PROD-004,ThinkPad X1 Carbon Gen 6,ThinkPad Business,Metropolitana,677000,480000,41,14,49000,0,22.7,4,10,9478000,2758000
2022-01-17,3,1,1,2022,PROD-004,ThinkPad X1 Carbon Gen 6,ThinkPad Business,Valparaíso,677000,480000,34,9,35000,0,22.7,3,9,6093000,1773000
2022-01-17,3,1,1,2022,PROD-004,ThinkPad X1 Carbon Gen 6,ThinkPad Business,Biobío,677000,480000,9,4,16000,0,22.7,1,4,2708000,788000
2022-01-17,3,1,1,2022,PROD-004,ThinkPad X1 Carbon Gen 6,ThinkPad Business,Araucanía,677000,480000,9,3,38000,0,22.7,0,2,2031000,591000
2022-01-17,3,1,1,2022,PROD-004,ThinkPad X1 Carbon Gen 6,ThinkPad Business,Antofagasta,677000,480000,11,3,18000,0,22.7,0,2,2031000,591000
2022-01-17,3,1,1,2022,PROD-005,ThinkPad X230,ThinkPad Business,Metropolitana,181000,120000,127,34,13000,0,22.7,15,21,6154000,2074000
2022-01-17,3,1,1,2022,PROD-005,ThinkPad X230,ThinkPad Business,Valparaíso,181000,120000,16,8,7000,0,22.7,4,6,1448000,488000
2022-01-17,3,1,1,2022,PROD-005,ThinkPad X230,ThinkPad Business,Biobío,181000,120000,17,7,5000,0,22.7,2,7,1267000,427000
2022-01-17,3,1,1,2022,PROD-005,ThinkPad X230,ThinkPad Business,Araucanía,181000,120000,13,6,11000,0,22.7,2,6,1086000,366000
2022-01-17,3,1,1,2022,PROD-005,ThinkPad X230,ThinkPad Business,Antofagasta,181000,120000,9,3,6000,0,22.7,1,2,543000,183000
2022-01-17,3,1,1,2022,PROD-006,Sony Vaio P VGN-P,Laptops Vintage,Metropolitana,521000,350000,14,7,21000,0,22.7,2,4,3647000,1197000
2022-01-17,3,1,1,2022,PROD-006,Sony Vaio P VGN-P,Laptops Vintage,Valparaíso,521000,350000,0,0,27000,0,22.7,0,0,0,0
2022-01-17,3,1,1,2022,PROD-006,Sony Vaio P VGN-P,Laptops Vintage,Biobío,521000,350000,10,3,31000,0,22.7,1,3,1563000,513000
2022-01-17,3,1,1,2022,PROD-006,Sony Vaio P VGN-P,Laptops Vintage,Araucanía,521000,350000,3,1,27000,0,22.7,0,1,521000,171000
2022-01-17,3,1,1,2022,PROD-006,Sony Vaio P VGN-P,Laptops Vintage,Antofagasta,521000,350000,0,0,12000,0,22.7,0,0,0,0
2022-01-17,3,1,1,2022,PROD-007,Sony Vaio Z,Laptops Vintage,Metropolitana,458000,300000,19,8,24000,0,22.7,2,5,3664000,1264000
2022-01-17,3,1,1,2022,PROD-007,Sony Vaio Z,Laptops Vintage,Valparaíso,458000,300000,7,3,33000,0,22.7,0,2,1374000,474000
2022-01-17,3,1,1,2022,PROD-007,Sony Vaio Z,Laptops Vintage,Biobío,458000,300000,6,2,36000,0,22.7,0,2,916000,316000
2022-01-17,3,1,1,2022,PROD-007,Sony Vaio Z,Laptops Vintage,Araucanía,458000,300000,1,1,14000,0,22.7,0,1,458000,158000
2022-01-17,3,1,1,2022,PROD-007,Sony Vaio Z,Laptops Vintage,Antofagasta,458000,300000,6,2,36000,0,22.7,0,2,916000,316000
2022-01-17,3,1,1,2022,PROD-008,Toshiba Libretto W100,Laptops Vintage,Metropolitana,376000,250000,3,2,21000,0,22.7,0,1,752000,252000
2022-01-17,3,1,1,2022,PROD-008,Toshiba Libretto W100,Laptops Vintage,Valparaíso,376000,250000,3,1,23000,0,22.7,0,1,376000,126000
2022-01-17,3,1,1,2022,PROD-008,Toshiba Libretto W100,Laptops Vintage,Biobío,376000,250000,5,3,9000,0,22.7,1,2,1128000,378000
2022-01-17,3,1,1,2022,PROD-008,Toshiba Libretto W100,Laptops Vintage,Araucanía,376000,250000,3,1,28000,0,22.7,0,1,376000,126000
2022-01-17,3,1,1,2022,PROD-008,Toshiba Libretto W100,Laptops Vintage,Antofagasta,376000,250000,0,0,8000,0,22.7,0,0,0,0
2022-01-17,3,1,1,2022,PROD-009,NVIDIA RTX 4070,Tarjetas Gráficas,Metropolitana,727000,580000,50,13,21000,0,22.7,7,12,9451000,1911000
